protein_id,name,ex_max,em_max,qy,stokes_shift,ext_coeff,brightness,chrom_found,chrom_position,chrom_phi_tyr,chrom_psi_tyr,chrom_chi1_tyr,chrom_ring_planarity,chrom_plddt_mean,chrom_plddt_min,env_n_neighbors,env_n_hydrophobic,env_n_polar,env_n_charged_pos,env_n_charged_neg,env_n_aromatic,env_ratio_hydrophobic,env_ratio_polar,env_net_charge,env_plddt_mean,glob_n_residues,glob_n_atoms,glob_radius_gyration,glob_extent_x,glob_extent_y,glob_extent_z,glob_plddt_mean,glob_plddt_std,glob_plddt_min,glob_frac_plddt_70,glob_frac_plddt_90,seq_freq_A,seq_freq_C,seq_freq_D,seq_freq_E,seq_freq_F,seq_freq_G,seq_freq_H,seq_freq_I,seq_freq_K,seq_freq_L,seq_freq_M,seq_freq_N,seq_freq_P,seq_freq_Q,seq_freq_R,seq_freq_S,seq_freq_T,seq_freq_V,seq_freq_W,seq_freq_Y,seq_frac_hydrophobic,seq_frac_polar,seq_frac_aromatic,seq_length,seq_gravy
bflogfpc1,bfloGFPc1,493,521,0.0015,28,98800.0,0.15,1,56.0,67.92996507760422,-4.1750717686118115,56.359847132293616,0.00025295415682967783,90.10333333333334,88.44,9.0,4.0,1.0,2.0,2.0,1.0,0.4444444444444444,0.1111111111111111,0.0,95.82555555555557,216,1672,16.45241490322659,49.485,35.578,47.313,95.66796296296296,3.2661854121859655,76.75,1.0,0.9351851851851852,0.06481481481481481,0.004629629629629629,0.06018518518518518,0.041666666666666664,0.06018518518518518,0.10185185185185185,0.037037037037037035,0.046296296296296294,0.06018518518518518,0.05092592592592592,0.018518518518518517,0.032407407407407406,0.06481481481481481,0.032407407407407406,0.023148148148148147,0.06944444444444445,0.08796296296296297,0.08333333333333333,0.013888888888888888,0.046296296296296294,0.4027777777777778,0.27314814814814814,0.1574074074074074,216,-0.29120370370370385
bfp5,BFP5,385,450,,65,,,1,38.0,116.2148454973349,2.722763170478128,58.31897666748993,0.0008227921595182813,95.5,94.62,4.0,1.0,0.0,2.0,1.0,0.0,0.25,0.0,1.0,97.4225,238,1891,17.66299522238936,48.375,56.219,47.547,94.45403361344538,9.655203005349,42.75,0.957983193277311,0.9159663865546218,0.03361344537815126,0.008403361344537815,0.07563025210084033,0.06722689075630252,0.05042016806722689,0.09243697478991597,0.046218487394957986,0.0546218487394958,0.08403361344537816,0.07983193277310924,0.029411764705882353,0.0546218487394958,0.04201680672268908,0.03361344537815126,0.025210084033613446,0.046218487394957986,0.06302521008403361,0.06722689075630252,0.004201680672268907,0.04201680672268908,0.36134453781512604,0.24789915966386555,0.14285714285714285,238,-0.5315126050420171
bfp,BFP,381,445,0.38,64,14000.0,5.32,1,38.0,115.1182431759563,0.5682342206475935,58.51462079863631,0.0014470357780294637,95.75,94.75,3.0,1.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.0,97.83333333333333,238,1892,17.648789000604975,52.859,46.39,61.922,95.2088655462185,9.111407890937132,42.53,0.9621848739495799,0.9327731092436975,0.03361344537815126,0.008403361344537815,0.07563025210084033,0.06722689075630252,0.058823529411764705,0.09243697478991597,0.046218487394957986,0.05042016806722689,0.08403361344537816,0.07983193277310924,0.025210084033613446,0.0546218487394958,0.04201680672268908,0.03361344537815126,0.025210084033613446,0.046218487394957986,0.06302521008403361,0.07142857142857142,0.004201680672268907,0.037815126050420166,0.36554621848739494,0.24369747899159663,0.14705882352941177,238,-0.5117647058823532
blue102,Blue102,403,454,0.9,51,11400.0,10.26,1,66.0,34.14584164081077,24.625805475387132,-170.3456495293882,0.0002626502781809676,90.68666666666667,86.5,4.0,2.0,1.0,0.0,1.0,1.0,0.5,0.25,-1.0,95.765,231,1856,17.65948357702965,65.219,39.562,61.453,93.83991341991342,12.584626056403778,34.81,0.9393939393939394,0.9264069264069265,0.047619047619047616,0.0,0.06060606060606061,0.1038961038961039,0.04329004329004329,0.1038961038961039,0.025974025974025976,0.047619047619047616,0.09523809523809523,0.05627705627705628,0.03463203463203463,0.030303030303030304,0.05194805194805195,0.03463203463203463,0.03896103896103896,0.04329004329004329,0.05194805194805195,0.06060606060606061,0.017316017316017316,0.05194805194805195,0.3593073593073593,0.21212121212121213,0.13852813852813853,231,-0.7562770562770568
bluebonnet2,Bluebonnet2,399,454,,55,,,1,64.0,20.655791981162633,30.782138529746007,-167.1892431191654,0.0004608807569345149,94.68666666666667,93.62,4.0,1.0,2.0,0.0,1.0,1.0,0.25,0.5,-1.0,96.5625,234,1866,17.613234442921858,58.5,37.484,55.344,94.32576923076923,8.826549381323009,38.66,0.9658119658119658,0.8846153846153846,0.05555555555555555,0.004273504273504274,0.05555555555555555,0.0811965811965812,0.04700854700854701,0.09401709401709402,0.029914529914529916,0.038461538461538464,0.0811965811965812,0.0811965811965812,0.03418803418803419,0.029914529914529916,0.04700854700854701,0.029914529914529916,0.03418803418803419,0.042735042735042736,0.08547008547008547,0.05982905982905983,0.017094017094017096,0.05128205128205128,0.3803418803418803,0.24358974358974358,0.1452991452991453,234,-0.5029914529914532
br1,BR1,450,495,0.45,45,12500.0,5.62,0,,,,,,,,,,,,,,,,,,111,908,13.399728835782245,44.733999999999995,34.875,35.906,94.20891891891893,10.360027596692813,42.28,0.9459459459459459,0.9099099099099099,0.036036036036036036,0.0,0.08108108108108109,0.06306306306306306,0.04504504504504504,0.07207207207207207,0.009009009009009009,0.08108108108108109,0.04504504504504504,0.0990990990990991,0.009009009009009009,0.04504504504504504,0.04504504504504504,0.08108108108108109,0.09009009009009009,0.036036036036036036,0.06306306306306306,0.05405405405405406,0.009009009009009009,0.036036036036036036,0.3783783783783784,0.26126126126126126,0.0990990990990991,111,-0.6081081081081082
bruslee,BrUSLEE,487,509,0.3,22,86000.0,25.8,1,39.0,114.84496352228825,0.003667228161719133,58.385690530010876,0.001202300850116086,95.74666666666667,94.81000000000002,4.0,1.0,0.0,2.0,1.0,0.0,0.25,0.0,1.0,97.47,239,1892,17.69182964732063,61.969,45.343999999999994,52.016,95.0452719665272,8.883616427199893,45.56,0.9581589958158996,0.9121338912133892,0.03347280334728033,0.008368200836820083,0.07531380753138076,0.06694560669456066,0.04602510460251046,0.09623430962343096,0.03765690376569038,0.0502092050209205,0.08368200836820083,0.08786610878661087,0.029288702928870293,0.05439330543933055,0.04184100418410042,0.03347280334728033,0.02510460251046025,0.04184100418410042,0.06276150627615062,0.07531380753138076,0.0041841004184100415,0.04602510460251046,0.3682008368200837,0.24686192468619247,0.13389121338912133,239,-0.469874476987448
bsdronpa,bsDronpa,460,504,0.5,44,45000.0,22.5,1,62.0,59.267302522983755,9.94430823991313,172.92680453096148,0.00036863764709190675,71.67666666666666,63.22,6.0,0.0,2.0,3.0,1.0,1.0,0.0,0.3333333333333333,2.0,92.54,224,1788,16.975210342101853,58.828,39.016,49.562,94.89741071428571,8.301597172654674,36.16,0.9642857142857143,0.9330357142857143,0.049107142857142856,0.026785714285714284,0.06696428571428571,0.07142857142857142,0.044642857142857144,0.08928571428571429,0.04017857142857143,0.049107142857142856,0.08928571428571429,0.05803571428571429,0.026785714285714284,0.05357142857142857,0.049107142857142856,0.026785714285714284,0.03571428571428571,0.049107142857142856,0.04017857142857143,0.06696428571428571,0.008928571428571428,0.05803571428571429,0.35267857142857145,0.2544642857142857,0.15178571428571427,224,-0.6142857142857148
cagfbfp,CagFbFP,447,497,0.36,50,15317.0,5.51,0,,,,,,,,,,,,,,,,,,107,814,13.132909764221544,35.515,34.445,41.031,96.34878504672899,5.488632042818925,59.94,0.9813084112149533,0.9532710280373832,0.14018691588785046,0.0,0.056074766355140186,0.037383177570093455,0.04672897196261682,0.07476635514018691,0.0,0.06542056074766354,0.009345794392523364,0.04672897196261682,0.018691588785046728,0.056074766355140186,0.056074766355140186,0.06542056074766354,0.08411214953271028,0.037383177570093455,0.07476635514018691,0.102803738317757,0.009345794392523364,0.018691588785046728,0.48598130841121495,0.2523364485981308,0.07476635514018691,107,-0.07943925233644847
car-geco1,CAR-GECO1,576,629,0.17,53,3580.0,0.61,1,189.0,65.90610692904201,-6.808087625229745,172.75324947610173,0.00021847515963230267,76.75,71.12,4.0,2.0,1.0,0.0,1.0,0.0,0.5,0.25,-1.0,88.7975,417,3287,26.075397764882304,80.485,80.09299999999999,67.172,79.58081534772181,20.453620959780768,26.94,0.7769784172661871,0.4316546762589928,0.05995203836930456,0.002398081534772182,0.0815347721822542,0.10071942446043165,0.047961630695443645,0.10071942446043165,0.02158273381294964,0.05515587529976019,0.07673860911270983,0.05515587529976019,0.04316546762589928,0.02877697841726619,0.0407673860911271,0.03117505995203837,0.047961630695443645,0.045563549160671464,0.05515587529976019,0.06474820143884892,0.009592326139088728,0.03117505995203837,0.3764988009592326,0.19424460431654678,0.11031175059952038,417,-0.6016786570743401
cegfp,cEGFP,489,507,,18,,,1,139.0,115.84681027723713,0.49578703379531497,58.028586876324425,0.0007332402474304248,94.66666666666667,93.5,3.0,1.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.0,97.27,245,1922,17.915072232690196,53.266000000000005,47.25,58.266000000000005,91.90510204081633,12.82240031692767,40.03,0.9183673469387755,0.8571428571428571,0.0326530612244898,0.00816326530612245,0.06938775510204082,0.06938775510204082,0.04897959183673469,0.11428571428571428,0.0326530612244898,0.053061224489795916,0.08571428571428572,0.08979591836734693,0.024489795918367346,0.04897959183673469,0.04081632653061224,0.0326530612244898,0.024489795918367346,0.044897959183673466,0.0653061224489796,0.0653061224489796,0.004081632653061225,0.044897959183673466,0.35918367346938773,0.24489795918367346,0.1306122448979592,245,-0.4579591836734699
cerulean,Cerulean,433,475,0.62,42,43000.0,26.66,1,39.0,116.12673105504638,1.0593110356348385,58.27184545700573,0.0008215475059945801,95.16666666666667,94.25,3.0,1.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.0,97.54333333333334,239,1887,17.656437905428064,51.483999999999995,43.469,62.796,93.99899581589959,10.216457426079485,40.69,0.9581589958158996,0.891213389121339,0.04602510460251046,0.008368200836820083,0.0794979079497908,0.06694560669456066,0.0502092050209205,0.09205020920502092,0.03347280334728033,0.05439330543933055,0.08368200836820083,0.08786610878661087,0.02092050209205021,0.0502092050209205,0.04184100418410042,0.03347280334728033,0.02510460251046025,0.03765690376569038,0.07112970711297072,0.07112970711297072,0.008368200836820083,0.03765690376569038,0.3807531380753138,0.2384937238493724,0.1297071129707113,239,-0.43054393305439365
cfp,CFP,456,480,,24,,,1,38.0,114.01039549615246,1.394532216247349,59.44382315501103,0.001353712313630587,95.16666666666667,94.25,3.0,1.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.0,97.25,238,1897,17.59533031429748,52.14,45.281,62.234,94.49474789915966,9.119156707398565,44.09,0.9537815126050421,0.9117647058823529,0.03361344537815126,0.008403361344537815,0.07563025210084033,0.06722689075630252,0.0546218487394958,0.09243697478991597,0.04201680672268908,0.05042016806722689,0.08403361344537816,0.07983193277310924,0.025210084033613446,0.0546218487394958,0.04201680672268908,0.03361344537815126,0.025210084033613446,0.046218487394957986,0.06302521008403361,0.07142857142857142,0.008403361344537815,0.04201680672268908,0.36554621848739494,0.24789915966386555,0.14705882352941177,238,-0.5193277310924372
cfsgfp2,cfSGFP2,493,517,0.75,24,45000.0,33.75,1,39.0,116.18437191765774,0.809300778919748,59.39589283940199,0.0013260020976161898,94.58333333333333,93.62,4.0,1.0,0.0,2.0,1.0,0.0,0.25,0.0,1.0,96.75,239,1898,17.66965906018162,53.11,46.781,61.594,93.95564853556486,10.390329804664264,41.12,0.9539748953974896,0.899581589958159,0.03765690376569038,0.0,0.07531380753138076,0.06694560669456066,0.0502092050209205,0.09623430962343096,0.03765690376569038,0.0502092050209205,0.08786610878661087,0.08786610878661087,0.02510460251046025,0.05439330543933055,0.04184100418410042,0.03347280334728033,0.02510460251046025,0.03765690376569038,0.07112970711297072,0.07112970711297072,0.0041841004184100415,0.04602510460251046,0.3682008368200837,0.24267782426778242,0.13807531380753138,239,-0.5158995815899583
cgfmkate2,cgfmKate2,584,628,0.47,44,55000.0,25.85,1,64.0,38.90907760513819,27.926176178564024,-179.80781622463064,0.00031487619465875755,82.66666666666667,71.0,5.0,1.0,2.0,1.0,1.0,1.0,0.2,0.4,0.0,94.46000000000001,232,1830,17.44870450184095,56.516000000000005,37.469,59.906000000000006,94.2267672413793,8.473994212373563,32.22,0.9827586206896551,0.875,0.0603448275862069,0.0,0.04310344827586207,0.07758620689655173,0.04310344827586207,0.09913793103448276,0.03017241379310345,0.03879310344827586,0.08189655172413793,0.07758620689655173,0.04310344827586207,0.03879310344827586,0.04741379310344827,0.03017241379310345,0.04310344827586207,0.04741379310344827,0.08189655172413793,0.0603448275862069,0.008620689655172414,0.04741379310344827,0.3793103448275862,0.24568965517241378,0.12931034482758622,232,-0.5198275862068967
cgfp,CGFP,463,506,0.14,43,23900.0,3.35,1,38.0,115.62394135310693,1.094073385338906,58.31460335536529,0.0015256475874755638,94.91666666666667,94.0,3.0,1.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.0,97.25,238,1895,17.64912708285072,52.578,47.328,62.391000000000005,94.33596638655462,9.581560706831747,41.41,0.9537815126050421,0.9117647058823529,0.03361344537815126,0.008403361344537815,0.07563025210084033,0.06722689075630252,0.05042016806722689,0.09243697478991597,0.04201680672268908,0.05042016806722689,0.08403361344537816,0.08403361344537816,0.025210084033613446,0.0546218487394958,0.04201680672268908,0.03361344537815126,0.025210084033613446,0.04201680672268908,0.06722689075630252,0.07142857142857142,0.008403361344537815,0.04201680672268908,0.36554621848739494,0.24789915966386555,0.14285714285714285,238,-0.5147058823529415
cgftagrfp,cgfTagRFP,555,584,0.42,29,86000.0,36.12,1,63.0,28.446060217348144,30.972480443872318,-174.65307429663648,0.00021944159730529161,91.31333333333333,86.38,4.0,1.0,2.0,0.0,1.0,1.0,0.25,0.5,-1.0,96.125,231,1833,17.398496849235126,56.407,35.766000000000005,58.016,95.22606060606061,6.838358425312092,42.0,0.9826839826839827,0.9004329004329005,0.047619047619047616,0.0,0.04329004329004329,0.07792207792207792,0.047619047619047616,0.09956709956709957,0.03463203463203463,0.03896103896103896,0.08225108225108226,0.0735930735930736,0.047619047619047616,0.04329004329004329,0.047619047619047616,0.030303030303030304,0.03896103896103896,0.047619047619047616,0.07792207792207792,0.06493506493506493,0.008658008658008658,0.047619047619047616,0.37662337662337664,0.24675324675324675,0.13852813852813853,231,-0.5298701298701302
cgp,CGP,503,514,0.55,11,,,1,62.0,33.177850390697465,21.08908347538491,-170.58141465624522,0.00020915913290405687,88.18666666666667,83.75,6.0,2.0,3.0,0.0,1.0,1.0,0.3333333333333333,0.5,-1.0,95.185,225,1816,17.08999440750849,66.15700000000001,36.359,51.937,96.52706666666666,4.661341468337676,50.47,0.9911111111111112,0.96,0.05333333333333334,0.013333333333333334,0.07555555555555556,0.06666666666666667,0.05333333333333334,0.08,0.02666666666666667,0.04888888888888889,0.1111111111111111,0.057777777777777775,0.044444444444444446,0.02666666666666667,0.057777777777777775,0.02666666666666667,0.04,0.035555555555555556,0.06222222222222222,0.05333333333333334,0.008888888888888889,0.057777777777777775,0.37777777777777777,0.2222222222222222,0.14666666666666667,225,-0.6360000000000002
citrine2,Citrine2,509,522,0.7,13,98000.0,68.6,1,39.0,115.75167327559218,1.3781492247145273,57.95173823175685,0.00040207920860176716,95.56333333333333,94.56000000000002,3.0,1.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.0,97.73,239,1901,17.64182323420918,50.5,49.422,47.625,94.4766108786611,9.744853368570736,44.12,0.9539748953974896,0.9079497907949791,0.03765690376569038,0.008368200836820083,0.07112970711297072,0.07112970711297072,0.05439330543933055,0.100418410041841,0.04184100418410042,0.0502092050209205,0.0794979079497908,0.08786610878661087,0.02092050209205021,0.0502092050209205,0.04184100418410042,0.03347280334728033,0.02510460251046025,0.03347280334728033,0.07112970711297072,0.06694560669456066,0.0041841004184100415,0.0502092050209205,0.36401673640167365,0.24686192468619247,0.1506276150627615,239,-0.47866108786610895
citrine,Citrine,516,529,0.76,13,77000.0,58.52,1,39.0,115.2428489677695,1.4783079861825055,58.15421496529618,0.001643207701039928,96.38,95.38,4.0,1.0,0.0,2.0,1.0,0.0,0.25,0.0,1.0,97.83,239,1902,17.70120254306957,61.516000000000005,45.328,52.124,95.25857740585772,8.793850436959152,44.06,0.9581589958158996,0.9288702928870293,0.03765690376569038,0.008368200836820083,0.07531380753138076,0.06694560669456066,0.05439330543933055,0.09623430962343096,0.03765690376569038,0.0502092050209205,0.08368200836820083,0.08786610878661087,0.029288702928870293,0.05439330543933055,0.04184100418410042,0.029288702928870293,0.02510460251046025,0.03765690376569038,0.058577405857740586,0.07112970711297072,0.0041841004184100415,0.0502092050209205,0.37656903765690375,0.2384937238493724,0.14644351464435146,239,-0.4410041841004187
cjfp510,cjFP510,500,510,,10,,,1,63.0,48.537742316136686,29.95711965231023,-171.9924008447973,0.00031765347583698954,88.00333333333333,82.38,5.0,0.0,1.0,3.0,1.0,1.0,0.0,0.2,2.0,96.174,227,1800,17.115712107708177,62.969,38.282,50.547,94.6777973568282,6.626286492553932,46.19,0.986784140969163,0.8854625550660793,0.03524229074889868,0.030837004405286344,0.04405286343612335,0.07488986784140969,0.07929515418502203,0.09251101321585903,0.022026431718061675,0.05726872246696035,0.08370044052863436,0.06167400881057269,0.03524229074889868,0.048458149779735685,0.07048458149779736,0.02643171806167401,0.05286343612334802,0.05286343612334802,0.05726872246696035,0.048458149779735685,0.00881057268722467,0.01762114537444934,0.3964757709251101,0.23348017621145375,0.1277533039647577,227,-0.45110132158590327
clomeleon,Clomeleon,485,535,,50,,,1,39.0,115.52620550910014,3.1262206999869013,58.18589664987564,0.0005486204343338734,95.47666666666667,94.56000000000002,4.0,1.0,0.0,2.0,1.0,0.0,0.25,0.0,1.0,97.44,239,1900,17.70292337010661,53.125,45.953,62.077999999999996,94.57012552301256,9.49833773086196,44.0,0.9539748953974896,0.9121338912133892,0.04184100418410042,0.008368200836820083,0.07531380753138076,0.06694560669456066,0.05439330543933055,0.09623430962343096,0.03765690376569038,0.0502092050209205,0.0794979079497908,0.08368200836820083,0.02510460251046025,0.05439330543933055,0.04184100418410042,0.029288702928870293,0.029288702928870293,0.03765690376569038,0.06276150627615062,0.07112970711297072,0.0041841004184100415,0.0502092050209205,0.3723849372384937,0.24267782426778242,0.14644351464435146,239,-0.462761506276151
clover,Clover,505,515,0.76,10,111000.0,84.36,1,66.0,95.95625590197666,7.958151567860284,72.13420007060236,0.00023485880173087844,86.08333333333333,84.56,5.0,3.0,1.0,1.0,0.0,1.0,0.6,0.2,1.0,96.086,239,1889,17.661670162828024,48.391000000000005,52.344,50.376,94.2239748953975,10.276261087613157,41.03,0.9581589958158996,0.9037656903765691,0.04184100418410042,0.008368200836820083,0.07531380753138076,0.06694560669456066,0.05439330543933055,0.09623430962343096,0.04602510460251046,0.04602510460251046,0.08368200836820083,0.0794979079497908,0.02092050209205021,0.05439330543933055,0.04184100418410042,0.029288702928870293,0.029288702928870293,0.04184100418410042,0.06694560669456066,0.07531380753138076,0.0041841004184100415,0.03765690376569038,0.36401673640167365,0.2384937238493724,0.14225941422594143,239,-0.5209205020920504
cp-mkate,cp-mKate,588,620,0.33,32,,,1,133.0,38.65193273841107,29.237082887102094,179.13668503381493,0.00028779283743466104,81.98,72.0,5.0,2.0,2.0,0.0,1.0,1.0,0.4,0.4,-1.0,90.326,235,1840,17.31652941571764,53.218,38.75,56.766000000000005,92.68553191489362,9.287574313670936,50.88,0.9531914893617022,0.8170212765957446,0.04680851063829787,0.01702127659574468,0.0425531914893617,0.07659574468085106,0.0425531914893617,0.10638297872340426,0.029787234042553193,0.03829787234042553,0.07659574468085106,0.07659574468085106,0.0425531914893617,0.03829787234042553,0.04680851063829787,0.029787234042553193,0.03829787234042553,0.05106382978723404,0.0851063829787234,0.059574468085106386,0.00851063829787234,0.04680851063829787,0.3617021276595745,0.2680851063829787,0.1276595744680851,235,-0.46765957446808576
